urls,images
www.digikala.com/product/dkp-1050124/کتاب-خودت-را-به-فنا-نده-اثر-گری-جان-بیشاپ,"https://dkstatics-public.digikala.com/digikala-products/4959682.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-6636475/کتاب-گنجینه-عربی-پایه-هشتم-دوره-اول-متوسطه-اثر-یوسف-رسولی-و-محمدحسین-ممقانی-انتشارات-آلتین,"https://dkstatics-public.digikala.com/digikala-products/0706926adfd29bff223256a2593783df596adbb7_1633425283.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-1835672/کتاب-میکرولوژی-دستگاه-گوارش-اثر-امیر-محمد-قاراخانی-انتشارات-آلتین,"https://dkstatics-public.digikala.com/digikala-products/112366111.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-3264057/کتاب-مثل-خون-در-رگ-های-من-اثر-احمد-شاملو-نشر-چشمه,"https://dkstatics-public.digikala.com/digikala-products/5ec0489d079e9b237cd88bf4693164910aaa6ce6_1597818173.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-4240882/کتاب-مبانی-جامعه-شناسی-حقوق-شهروندی-اثر-عیسی-عابدینی-و-جواد-لطف-الله-پور-هشترودی-انتشارات-آلتین,"https://dkstatics-public.digikala.com/digikala-products/7f5549cb56db5e375e85473c01b3f397dcc74cad_1610724773.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-4240845/کتاب-رادیکال-نهم-ریاضی-اثر-علیرضا-جوادی-انتشارات-آلتین,"https://dkstatics-public.digikala.com/digikala-products/e4809003ce214ccc286b422e00f676079ef06db8_1610724263.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-1835658/کتاب-کنز-العربیه-اثر-یوسف-رسولی-انتشارات-آلتین,"https://dkstatics-public.digikala.com/digikala-products/112334637.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-5380605/کتاب-بنویس-تا-اتفاق-بیفتد-اثر-هنریت-آن-کلاوسر-نشر-آزرمیدخت,"https://dkstatics-public.digikala.com/digikala-products/25abef92af2dc570debbdc041266a699542ac2e7_1622844809.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-6952213/کتاب-باشگاه-پنج-صبحی-ها-اثر-رابین-شارما-انتشارات-زرین-کلک,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-2014142/کتاب-عقاید-یک-دلقک-اثر-هاینریش-بل-انتشارات-الینا,"https://dkstatics-public.digikala.com/digikala-products/113277779.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-2478412/کتاب-قمارباز-اثر-فیودور-داستایوفسکی-انتشارات-پارس-کتاب,"https://dkstatics-public.digikala.com/digikala-products/119349037.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-5343645/کتاب-کیمیاگر-اثر-پائولو-کوئیلو-انتشارات-پرثوآ,"https://dkstatics-public.digikala.com/digikala-products/c7cf503d6d93c86dcc57eb926209d03505f39bcf_1622456434.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-6367098/کتاب-رومئو-و-ژولیت-اثر-ویلیام-شکسپیر-نشر-آزرمیدخت,"https://dkstatics-public.digikala.com/digikala-products/abc46b525c403cabe86e7d7cb1e08be6ca0cd9a2_1631041874.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-1414610/کتاب-اثر-مرکب-اثر-دارن-هاردی-نشر-داریوش,"https://dkstatics-public-2.digikala.com/digikala-products/110062213.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-5344099/کتاب-گربه-ای-که-پاستیل-های-بنفش-دوست-داشت-اثر-کاترین-اپلیگت-نشر-پرثوا,"https://dkstatics-public.digikala.com/digikala-products/06eae53d839dd01f4bfc9de1e6031b4926780868_1622458414.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-968332/کتاب-خودت-باش-دختر-اثر-ریچل-هالیس,"https://dkstatics-public.digikala.com/digikala-products/4537013.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-4176065/کتاب-معجزه-گر-خاموش-اثر-رضا-حیات-الغیب-انتشارات-سخنوران,"https://dkstatics-public.digikala.com/digikala-products/adea86709d66000da1f7ec91559f86c544b941c7_1609922446.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-3960181/کتاب-شاهنامه-به-نثر-روان-اثر-حکیم-ابوالقاسم-فردوسی-انتشارات-آتیسا-دو-جلدی,"https://dkstatics-public.digikala.com/digikala-products/2ce102a707e3d92bf52d19dfb272d25da4ab6c9e_1607592630.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-615710/کتاب-داستان-های-شاهنامه-اثر-ابوالقاسم-فردوسی-8-جلدی,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-3908812/کتاب-مثل-یک-زن-رفتار-کن-مثل-یک-مرد-فکر-کن-اثر-استیو-هاروی-نشر-نیک-فرجام,"https://dkstatics-public.digikala.com/digikala-products/004f597d2bc79c304d2e29c1a9be417fef54a07e_1607098455.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-3294691/کتاب-بیشعوری-اثر-خاویر-کرمنت-نشر-ندای-معاصر,"https://dkstatics-public.digikala.com/digikala-products/5610990e57ea52bc6782b0c2841b29d60ff7aa09_1598339811.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-3561932/کتاب-چهار-اثر-از-فلورانس-اسکاول-شین-انتشارات-نیک-فرجام,"https://dkstatics-public.digikala.com/digikala-products/d1c197171450de6aecb2a12f77fd734e7ca965ee_1602768931.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-5214305/کتاب-راز-اثر-راندا-برن-نشر-ندای-معاصر,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-6028478/کتاب-محدودیت-صفر-اثر-جو-ویتالی-نشر-آزرمیدخت,"https://dkstatics-public.digikala.com/digikala-products/1313276b48a0b1b855c2e007f445e34e06fa76e8_1628288807.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-3874374/کتاب-ملت-عشق-اثر-الیف-شافاک-نشر-زرین-کلک,"https://dkstatics-public.digikala.com/digikala-products/aaff6162dff3d95ee39528c5ba0a0a2fe6a1de88_1606735248.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-335130/کتاب-دختری-که-ماه-را-نوشید-اثر-کلی-بارن-هیل,"https://dkstatics-public.digikala.com/digikala-products/805996.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-6761393/کتاب-باشگاه-پنج-صبحی-ها-اثر-رابین-شارما-نشر-آزرمیدخت,"https://dkstatics-public.digikala.com/digikala-products/ee0ca775aa5a3ee89c33c2540ba45ba1ce888524_1634329815.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-44900/کتاب-مجموعه-فسقلی-ها-اثر-تونی-گراس-جلدهای-1-تا-30,"https://dkstatics-public.digikala.com/digikala-products/112561365.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-5438669/کتاب-خودت-را-به-فنا-نده-اثر-گری-جان-بیشاپ-انتشارت-نگین-ایران,"https://dkstatics-public.digikala.com/digikala-products/2912c6e52ca0fd10aebf356058465d892ca171a3_1623486164.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-212723/کتاب-سمفونی-مردگان-اثر-عباس-معروفی,"https://dkstatics-public.digikala.com/digikala-products/1769497.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-2474699/کتاب-من-مینا-را-کشتم-اثر-رضا-باباخانلو-انتشارات-آوند-دانش,"https://dkstatics-public.digikala.com/digikala-products/119326553.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-621118/کتاب-جنایت-و-مکافات-اثر-فئودور-داستایوفسکی,"https://dkstatics-public.digikala.com/digikala-products/2644831.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-413298/کتاب-زنان-زیرک-اثر-شری-آرگو-نشر-دانژه,"https://dkstatics-public.digikala.com/digikala-products/8f8800de8b6902902ecbcd7b93f688b6f11cd36b_1630406320.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-83230/کتاب-جزء-از-کل-اثر-استیو-تولتز,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-6782038/کتاب-این-است-انسان-چگونه-آنچه-هستیم-می-شویم-اثر-فردریش-ویلهلم-نیچه-نشر-آزرمیدخت,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-1050109/كتاب-5-زبان-عشق-اثر-گري-چاپمن-نشر-کتاب-پارس,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-7022838/کتاب-بیشعوری-اثر-خاویر-کرمنت-انتشارات-سفیر,"https://dkstatics-public.digikala.com/digikala-products/1b4c6cbf0d0e168b8f7910ec596f1b3f302d7138_1636727590.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-3934658/کتاب-نیمه-تاریک-وجود-اثر-دبی-فورد-انتشارات-نیک-ورزان,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-2754651/کتاب-کتابخانه-ی-ارواح-اثر-ریچارد-دنی-انتشارات-پرتقال,"https://dkstatics-public.digikala.com/digikala-products/120791602.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-6028552/کتاب-شب-های-روشن-اثر-فیودور-داستایوفسکی-نشر-آزرمیدخت,"https://dkstatics-public.digikala.com/digikala-products/731e162f25b2d5a06e05ca964aba2fa3638fe43b_1628289446.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-5109065/کتاب-قلعه-حیوانات-اثر-جورج-اورول-انتشارات-نگین-ایران,"https://dkstatics-public.digikala.com/digikala-products/8aa5f257f0f9b8fbdc3e0259cf15663aa3144a5a_1620445122.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-1512772/کتاب-قورباغه-ات-را-قورت-بده-اثر-برایان-تریسی-نشر-برات,https://dkstatics-public.digikala.com/digikala-adservice-promotions/0a47b60db4daa18c161d934d49f4ab1f4aa7d142_1641281918.svg
www.digikala.com/product/dkp-7016817/کتاب-قانون-پنج-ثانیه-اثر-مل-رابینز-انتشارات-آفرینه,"https://dkstatics-public.digikala.com/digikala-products/522a1af8efe51cd33f93b0d3a78849c1558da219_1636670422.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-97242/کتاب-اثر-مرکب-اثر-دارن-هاردی,"https://dkstatics-public.digikala.com/digikala-products/682448.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
www.digikala.com/product/dkp-4254715/کتاب-عادت-های-اتمی-اثر-جیمز-کلیر-نشر-آزرمیدخت,"https://dkstatics-public.digikala.com/digikala-products/341d71b3587e083714fd77602daf232c61aabd50_1612125519.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90"
