urls,images,path
www.digikala.com/product/dkp-5557564/شومیز-زنانه-مدل-4134khr,"https://dkstatics-public.digikala.com/digikala-products/cd23192f99df8c913a84d843f07ad202dce3de68_1624348674.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-مدل-4134khr.jpg
www.digikala.com/product/dkp-4193004/سویشرت-زنانه-افراتین-مدل-7526-رنگ-مرجانی,"https://dkstatics-public.digikala.com/digikala-products/47e0f76f1544e0c7ca14791e1ff2670bc23eca10_1610177363.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",سویشرت-زنانه-افراتین-مدل-7526-رنگ-مرجانی.jpg
www.digikala.com/product/dkp-4103315/شومیز-زنانه-مارینا-رینالدی-مدل-51111780040011,"https://dkstatics-public.digikala.com/digikala-products/f7ba6dcbc2b870798632ea79284dfae9239ff4f1_1609745744.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-مارینا-رینالدی-مدل-51111780040011.jpg
www.digikala.com/product/dkp-1542255/بلوز-زنانه-افراتین-کد-2526-3-رنگ-خردلی,"https://dkstatics-public.digikala.com/digikala-products/117365127.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-افراتین-کد-2526-3-رنگ-خردلی.jpg
www.digikala.com/product/dkp-4706400/بلوز-زنانه-اسپیور-مدل-2w09-01,"https://dkstatics-public.digikala.com/digikala-products/0e990820b878b5526321243de4d1cc4d7cf1a60e_1615725457.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-اسپیور-مدل-2w09-01.jpg
www.digikala.com/product/dkp-3715303/بلوز-زنانه-مدل-358426501,"https://dkstatics-public.digikala.com/digikala-products/e0d653da96ad84c8bf68f5cd31a1dd973b99935f_1604925288.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-مدل-358426501.jpg
www.digikala.com/product/dkp-3543208/بلوز-زنانه-کد-311bk6,"https://dkstatics-public.digikala.com/digikala-products/c7e2ff234182c76fb906019be1d20caf6801a3f7_1602491868.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-کد-311bk6.jpg
www.digikala.com/product/dkp-5442073/شومیز-زنانه-تولیکا-مدل-32583-02,"https://dkstatics-public.digikala.com/digikala-products/6d177d22aae818b4ee9ecf2a3beb8825a1ab18cc_1624079408.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-تولیکا-مدل-32583-02.jpg
www.digikala.com/product/dkp-5663946/شومیز-زنانه-گردیه-مدل-304187-9901,"https://dkstatics-public.digikala.com/digikala-products/62d3ad77d7bddb2852bd014509e160a5d9375ad1_1626016673.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",شومیز-زنانه-گردیه-مدل-304187-9901.jpg
www.digikala.com/product/dkp-4588585/بلوز-زنانه-اکزاترس-مدل-p050001004030107-004,"https://dkstatics-public.digikala.com/digikala-products/73c61c5238e22e1b5b46f714b1180740704140cd_1615099213.jpg?x-oss-process=image/resize,m_lfit,h_600,w_600/quality,q_90",بلوز-زنانه-اکزاترس-مدل-p050001004030107-004.jpg
